ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
SHLS,10.42,8,6,0,14,0.99,5.4%,12.3%,72.5%,-18.4%,0.587,0.749,0.33495998,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BFLY,8.9,9,5,0,14,2.65,56.7%,117.1%,124.2%,0.0%,1.104,0.25,0.66112,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
ALGM,59.0,8,6,0,14,1.37,23.0%,41.7%,90.9%,0.0%,0.771,0.261,0.46493,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ASX,40.56,8,6,0,14,1.22,10.2%,31.3%,85.2%,-0.1%,0.714,0.172,0.18505,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
ACMR,109.87,8,6,0,14,1.25,19.8%,65.3%,135.8%,0.0%,1.22,0.342,0.44235,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CAT,985.82,8,6,0,14,1.22,9.8%,14.6%,43.4%,0.0%,0.296,0.222,0.28601998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
WRBY,25.96,9,4,1,14,1.93,0.4%,1.8%,6.5%,-14.1%,-0.073,0.083,0.53408,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ROKU,138.07,8,6,0,14,4.55,15.4%,14.5%,44.0%,-3.9%,0.303,0.224,0.44192,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BAC,56.2,9,5,0,14,1.15,1.9%,11.4%,20.2%,-1.1%,0.064,0.081,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MAMA,17.77,8,6,0,14,1.08,20.1%,15.5%,18.6%,0.0%,0.048,0.497,0.24462,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
ENTG,178.77,8,6,0,14,1.25,23.4%,43.9%,54.4%,0.0%,0.406,0.05,0.44775,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HON,229.01,9,5,0,14,1.33,4.5%,5.5%,0.5%,-7.2%,-0.132,0.024,0.36925,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HST,25.01,9,5,0,14,1.36,2.8%,14.8%,32.3%,0.0%,0.186,0.028,0.28978002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
ESI,45.97,8,6,0,14,1.11,7.1%,16.7%,44.8%,0.0%,0.311,0.415,0.40847,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LZB,39.66,9,5,0,14,2.93,1.7%,17.2%,22.7%,-1.4%,0.089,0.038,0.43640998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PAYO,7.02,8,6,0,14,3.51,4.0%,46.2%,54.3%,-5.4%,0.405,0.061,0.84913003,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NBIS,286.69,8,6,0,14,1.21,29.0%,45.0%,135.9%,0.0%,1.221,6.839,0.72058,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AAL,15.99,9,4,0,13,1.89,9.1%,32.6%,48.1%,-1.7%,0.343,0.108,0.22872,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
NTRA,231.41,9,4,0,13,1.01,5.6%,18.0%,14.1%,-9.0%,0.004,0.388,0.65066004,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
TE,9.35,9,4,0,13,1.23,10.4%,35.9%,21.3%,-22.3%,0.075,2.323,0.07605,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
VSH,64.9,8,5,0,13,1.22,10.9%,75.5%,266.7%,0.0%,2.529,0.173,0.19916001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
AYA,19.88,9,4,0,13,1.91,13.7%,20.3%,52.0%,-8.1%,0.382,2.466,0.5487,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy"
ABNB,142.41,8,5,0,13,1.14,8.8%,8.6%,8.9%,-1.2%,-0.049,0.179,0.82913,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
CVS,98.32,8,5,0,13,1.22,-2.1%,4.4%,38.0%,-3.6%,0.242,0.061,0.13387999,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MITK,17.26,8,5,0,13,0.79,5.6%,22.0%,20.7%,-3.4%,0.069,0.056,0.83502996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MRNA,63.96,9,4,0,13,1.69,28.8%,39.9%,22.1%,0.0%,0.084,2.602,-0.69888,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
UMC,24.08,8,5,0,13,1.11,16.4%,37.0%,160.0%,0.0%,1.463,0.055,0.29609,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
DAL,84.18,8,5,0,13,1.28,2.9%,24.2%,29.8%,0.0%,0.161,0.129,0.19900998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
QCOM,226.11,8,5,0,13,0.92,11.4%,16.0%,72.9%,-9.6%,0.591,-0.035,0.54799,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
QMCO,15.6,9,4,0,13,1.54,19.4%,102.3%,200.6%,-2.2%,1.868,0.086,0.3783,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
IVZ,28.14,8,5,0,13,0.98,-0.5%,6.3%,21.7%,-3.6%,0.079,0.141,0.28915,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders"
NUAI,6.25,9,4,0,13,1.24,14.5%,55.9%,27.3%,-22.5%,0.135,1.458,1.0,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
BEAM,34.14,8,4,0,12,1.08,16.1%,29.7%,35.6%,-3.6%,0.219,3.249,-1.46899,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
C,143.06,8,4,0,12,1.35,3.6%,19.2%,30.8%,-0.5%,0.171,0.159,0.0,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, inst_holders"
CRNC,10.77,8,4,0,12,0.91,-0.3%,17.3%,51.3%,-20.3%,0.375,-0.177,0.78283995,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LUV,47.97,8,4,0,12,1.24,8.3%,29.0%,17.9%,-11.7%,0.041,0.128,0.23006001,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
EC,16.58,8,4,0,12,1.12,2.0%,18.3%,18.9%,0.0%,0.051,-0.087,0.33897,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HYLN,8.1,8,4,0,12,1.27,7.9%,98.0%,326.3%,0.0%,3.125,4.791,0.06325,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
ICHR,98.61,8,4,0,12,1.14,17.3%,52.7%,92.9%,0.0%,0.791,0.047,0.11995,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
PENG,67.15,8,4,0,12,0.84,4.4%,45.1%,280.0%,-6.0%,2.662,-0.062,0.28322,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
NTCT,39.67,8,4,0,12,1.25,-5.7%,1.7%,29.5%,-8.7%,0.157,-0.01,0.79407996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
OUST,46.57,8,4,0,12,1.13,17.6%,56.7%,121.1%,-1.1%,1.074,0.489,0.47694,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
