ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
HGV,49.74,9,5,0,14,1.76,-4.4%,2.3%,14.2%,-6.3%,0.042,0.119,0.24234,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
IBM,284.84,8,6,0,14,2.04,-4.4%,27.1%,10.9%,-13.5%,0.009,0.095,0.58358,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CWBC,24.65,8,6,0,14,1.4,2.7%,2.7%,8.5%,-2.5%,-0.015,0.111,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
CBAN,20.24,9,4,1,14,1.21,2.2%,2.6%,3.4%,-4.2%,-0.066,0.339,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
PSMT,173.97,9,5,0,14,1.04,2.3%,8.8%,19.8%,0.0%,0.099,0.097,0.1757,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
VSH,57.2,9,5,0,14,2.18,9.9%,70.4%,244.7%,-10.6%,2.347,0.173,0.19916001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
PK,14.05,10,4,0,14,1.54,15.8%,25.2%,31.9%,0.0%,0.219,-0.011,0.30457002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
OCC,12.3,9,5,0,14,1.5,-11.5%,20.4%,103.3%,-21.4%,0.933,0.044,0.3166,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
STM,70.72,8,5,0,13,1.35,2.0%,22.0%,126.2%,-11.3%,1.162,0.23,0.33955002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
HYLN,6.9,9,4,0,13,2.05,-1.3%,188.7%,245.0%,-9.4%,2.35,4.791,0.06325,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
FTK,23.52,9,4,0,13,1.93,17.9%,44.0%,38.4%,-5.2%,0.284,0.265,0.24975,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
GKOS,125.0,8,5,0,13,1.51,20.9%,-7.6%,16.0%,-13.2%,0.06,0.412,0.78083,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
XMTR,80.66,8,5,0,13,1.52,-15.4%,43.0%,85.9%,-15.4%,0.759,0.359,0.39273,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
TE,9.43,9,4,0,13,1.34,-10.7%,78.9%,40.3%,-21.7%,0.303,2.323,0.07605,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
MYE,23.72,8,5,0,13,1.35,4.0%,14.5%,10.7%,-0.2%,0.007,0.018,0.3436,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SVCO,11.3,8,5,0,13,2.8,17.0%,-9.3%,249.8%,-13.6%,2.399,0.26,0.8047,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
ARCB,155.09,8,4,0,12,0.94,13.5%,27.4%,66.4%,0.0%,0.564,0.033,0.077259995,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
INN,5.74,8,4,0,12,2.24,-0.5%,8.9%,29.2%,-3.5%,0.192,0.003,0.42726,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
PENG,59.86,8,4,0,12,1.36,7.2%,53.5%,227.8%,-16.2%,2.178,-0.062,0.28322,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
NTCT,40.59,8,4,0,12,1.51,-2.5%,14.3%,36.2%,-6.5%,0.262,-0.01,0.79407996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
