ticker,sector,industry,cap_label,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals,repeat
SSD,Energy,Oil & Gas E&P,Small,188.77,8,6,1,15,0.78,-2.6%,-0.3%,2.4%,-10.0%,-0.01,0.063,0.45841,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
TTAN,Financial,Exchange Traded Fund,Small,94.87,8,6,0,14,0.66,4.9%,37.4%,54.7%,-20.7%,0.513,0.246,0.71081,"above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
