ticker,price,total_gain,w1,w2,w3,m1,m2,sector,industry,cap_label,is_etf,repeat
VIOG,151.5,9.4%,4.7%,1.2%,3.2%,1.0%,9.5%,Financial,Exchange Traded Fund,Small,True,False
CGNX,66.56,9.4%,4.6%,3.9%,0.7%,18.8%,10.0%,Technology,Scientific & Technical Instruments,Large,False,False
FRBA,17.49,9.4%,3.6%,0.7%,4.9%,6.0%,13.4%,Financial,Banks - Regional,Small,False,False
MYFW,31.9,9.3%,4.6%,0.1%,4.4%,3.0%,10.1%,Financial,Banks - Regional,Small,False,False
STGW,7.04,9.3%,3.0%,1.2%,4.9%,11.8%,6.0%,Communication Services,Advertising Agencies,Small,False,False
IJT,176.31,9.3%,4.6%,1.2%,3.3%,1.1%,9.5%,Financial,Exchange Traded Fund,Small,True,False
SLYG,117.62,9.2%,4.6%,1.2%,3.2%,1.0%,9.5%,Financial,Exchange Traded Fund,Small,True,False
EKG,18.9,9.2%,1.1%,1.0%,6.9%,5.4%,8.6%,Financial,Exchange Traded Fund,Small,True,True
WLY,48.19,9.1%,0.0%,5.7%,3.2%,2.8%,15.3%,Communication Services,Publishing,Mid,False,False
NWG,17.22,9.1%,5.0%,1.1%,2.7%,0.8%,9.9%,Financial,Banks - Regional,Large,False,False
PGY,15.87,9.0%,5.9%,1.3%,1.6%,8.9%,20.7%,Technology,Software - Infrastructure,Small,False,False
LITL,33.93,8.9%,4.5%,0.8%,3.4%,1.0%,9.2%,Financial,Exchange Traded Fund,Small,True,False
XPER,8.07,8.8%,3.9%,3.0%,1.6%,18.8%,3.5%,Technology,Software - Application,Small,False,False
AGM,194.94,8.7%,0.6%,1.6%,6.3%,2.3%,13.1%,Financial,Credit Services,Mid,False,True
AIMS,29.2,8.6%,5.2%,0.5%,2.7%,1.9%,9.2%,Financial,Exchange Traded Fund,Small,True,False
TMED,34.16,8.6%,0.9%,0.0%,7.7%,5.5%,7.9%,Financial,Exchange Traded Fund,Small,True,False
PBE,89.69,8.5%,0.7%,0.6%,7.0%,5.3%,8.0%,Financial,Exchange Traded Fund,Small,True,False
FMAO,30.47,8.5%,2.5%,0.1%,5.7%,4.3%,9.5%,Financial,Banks - Regional,Small,False,True
WEYS,38.03,8.4%,5.5%,0.8%,2.0%,7.8%,11.4%,Consumer Cyclical,Footwear & Accessories,Small,False,False
ACSG,49.17,8.2%,4.4%,3.1%,0.5%,5.6%,6.3%,Financial,Exchange Traded Fund,Small,True,False
AFSM,40.4,8.1%,5.2%,0.2%,2.6%,2.6%,8.8%,Financial,Exchange Traded Fund,Small,True,False
PRFZ,54.78,8.0%,4.1%,0.8%,2.9%,3.0%,7.3%,Financial,Exchange Traded Fund,Small,True,False
IWC,194.91,7.8%,4.4%,1.8%,1.4%,6.7%,5.0%,Financial,Exchange Traded Fund,Small,True,False
MTLS,7.07,7.8%,1.5%,0.8%,5.4%,21.5%,11.4%,Technology,Software - Application,Small,False,False
BBSC,91.04,7.7%,4.2%,0.7%,2.6%,3.5%,6.3%,Financial,Exchange Traded Fund,Small,True,False
FESM,47.61,7.7%,4.6%,1.2%,1.8%,4.9%,6.3%,Financial,Exchange Traded Fund,Small,True,False
ESCA,19.28,7.7%,4.1%,0.1%,3.4%,0.4%,0.1%,Consumer Cyclical,Leisure,Small,False,False
FRAF,63.21,7.6%,3.6%,1.0%,2.9%,3.8%,7.7%,Financial,Banks - Regional,Small,False,False
DFMC,60.71,7.6%,4.2%,0.1%,3.2%,1.5%,7.6%,Financial,Exchange Traded Fund,Small,False,False
NHC,205.87,7.5%,2.9%,1.9%,2.5%,6.4%,15.0%,Healthcare,Medical Care Facilities,Mid,False,False
ESSC,31.4,7.5%,4.0%,0.7%,2.7%,3.4%,6.3%,Financial,Exchange Traded Fund,Small,False,False
PEJ,67.62,7.5%,3.5%,0.4%,3.4%,2.9%,6.1%,Financial,Exchange Traded Fund,Small,True,False
QSML,33.12,7.4%,3.4%,0.5%,3.3%,1.7%,6.9%,Financial,Exchange Traded Fund,Small,True,False
PPLI,44.77,7.4%,2.3%,0.2%,4.8%,0.7%,2.8%,Communication Services,Internet Content & Information,Mid,False,False
LYG,5.69,7.2%,3.6%,0.7%,2.7%,0.6%,6.6%,Financial,Banks - Regional,Large,False,False
GSSC,90.43,7.1%,4.2%,0.9%,1.9%,3.4%,6.4%,Financial,Exchange Traded Fund,Small,True,False
DGII,70.55,7.0%,4.1%,0.6%,2.2%,19.2%,12.2%,Technology,Communication Equipment,Mid,False,False
CROX,127.76,7.0%,4.5%,0.3%,2.2%,16.4%,1.7%,Consumer Cyclical,Footwear & Accessories,Mid,False,True
VKI,9.41,6.9%,4.4%,0.5%,1.8%,3.0%,5.9%,Financial,Closed-End Fund - Debt,Small,False,False
RFLR,32.63,6.9%,3.2%,0.5%,3.1%,2.5%,6.2%,Financial,Exchange Traded Fund,Small,True,False
BKSE,133.63,6.9%,3.8%,0.2%,2.8%,2.5%,5.5%,Financial,Exchange Traded Fund,Small,True,False
PSC,69.03,6.8%,3.9%,1.0%,1.8%,4.3%,6.2%,Financial,Exchange Traded Fund,Small,True,False
RESM,24.21,6.7%,4.0%,0.4%,2.2%,2.1%,6.2%,Financial,Exchange Traded Fund,Small,False,False
INDE,29.23,6.6%,2.2%,3.0%,1.3%,1.6%,6.5%,Financial,Exchange Traded Fund,Small,True,False
LXP,54.9,6.5%,1.6%,0.3%,4.6%,1.4%,5.7%,Real Estate,REIT - Industrial,Mid,False,False
STXK,38.6,6.5%,3.8%,0.1%,2.6%,1.6%,5.8%,Financial,Exchange Traded Fund,Small,True,False
RSKD,5.06,6.5%,4.0%,0.2%,2.2%,5.9%,3.3%,Technology,Software - Application,Small,False,False
BMEZ,15.13,6.4%,1.5%,0.8%,4.0%,4.0%,5.3%,Financial,Closed-End Fund - Equity,Small,False,False
RTXG,22.04,6.3%,2.1%,2.3%,1.7%,2.9%,10.0%,Financial,Exchange Traded Fund,Small,True,False
CAFG,33.4,6.3%,2.8%,0.6%,2.8%,3.9%,8.2%,Financial,Exchange Traded Fund,Small,True,False
KBFR,27.31,6.2%,2.9%,0.2%,3.0%,1.8%,5.7%,Financial,Exchange Traded Fund,Small,False,False
OMFS,53.01,6.1%,3.5%,0.6%,1.9%,2.4%,5.2%,Financial,Exchange Traded Fund,Small,True,False
SMIN,70.14,6.0%,1.4%,3.5%,1.0%,0.4%,5.3%,Financial,Exchange Traded Fund,Small,True,False
BEN,32.88,6.0%,2.6%,2.9%,0.5%,3.5%,8.3%,Financial,Asset Management,Large,False,False
BUYO,33.0,5.7%,3.7%,0.4%,1.6%,4.3%,6.8%,Financial,Exchange Traded Fund,Small,True,False
PYPD,4.75,5.6%,2.7%,2.6%,0.2%,4.9%,7.6%,Healthcare,Biotechnology,Small,False,False
MKL,1920.06,5.6%,1.5%,0.1%,3.9%,2.4%,7.6%,Financial,Insurance - Property & Casualty,Large,False,False
STRW,13.6,5.6%,1.4%,2.2%,1.9%,6.1%,6.1%,Real Estate,REIT - Healthcare Facilities,Small,False,False
RDVI,28.86,5.5%,4.1%,0.7%,0.7%,0.3%,8.1%,Financial,Exchange Traded Fund,Small,True,False
ISCG,64.33,5.4%,3.4%,1.0%,1.0%,3.7%,4.7%,Financial,Exchange Traded Fund,Small,True,False
ISCB,74.93,5.4%,3.2%,0.1%,2.0%,2.4%,4.7%,Financial,Exchange Traded Fund,Small,True,False
DRKY,20.23,5.3%,2.0%,1.9%,1.3%,0.4%,3.6%,Financial,Exchange Traded Fund,Small,False,False
PRVS,32.47,5.2%,2.0%,1.8%,1.2%,3.2%,5.8%,Financial,Exchange Traded Fund,Small,True,False
TEI,6.57,5.2%,2.7%,1.7%,0.7%,0.3%,5.4%,Financial,Closed-End Fund - Debt,Small,False,False
GURU,68.75,5.2%,2.3%,1.8%,0.9%,5.4%,3.6%,Financial,Exchange Traded Fund,Small,True,False
BFOR,23.63,5.2%,3.1%,0.4%,1.6%,1.6%,5.8%,Financial,Exchange Traded Fund,Small,True,False
ETHO,79.34,5.1%,2.5%,0.3%,2.2%,4.2%,5.7%,Financial,Exchange Traded Fund,Small,True,False
FWONK,92.17,5.1%,1.4%,2.1%,1.6%,5.6%,4.8%,Communication Services,Entertainment,Large,False,False
RDVY,79.29,5.1%,4.0%,0.7%,0.4%,0.7%,7.9%,Financial,Exchange Traded Fund,Small,True,False
IWDL,62.59,5.1%,4.0%,0.9%,0.1%,5.0%,3.7%,Financial,Exchange Traded Fund,Small,True,False
INDZ,25.19,5.1%,1.8%,2.7%,0.6%,1.5%,3.0%,Financial,Exchange Traded Fund,Small,True,False
SIRI,28.35,5.0%,1.9%,1.9%,1.1%,10.7%,0.1%,Communication Services,Entertainment,Large,False,False
EOT,17.67,5.0%,2.0%,0.6%,2.3%,0.9%,3.1%,Financial,Closed-End Fund - Debt,Small,False,False
SMLF,88.09,4.9%,3.2%,0.4%,1.2%,4.3%,4.2%,Financial,Exchange Traded Fund,Small,True,False
VGM,10.46,4.9%,1.7%,2.7%,0.4%,0.7%,3.5%,Financial,Closed-End Fund - Debt,Small,False,False
FWONA,84.88,4.9%,1.3%,2.5%,1.0%,6.0%,4.2%,Communication Services,Entertainment,Large,False,False
AIVL,130.68,4.8%,2.6%,0.4%,1.8%,2.9%,4.0%,Financial,Exchange Traded Fund,Small,True,False
CAF,20.38,4.8%,0.3%,1.8%,2.7%,6.7%,4.5%,Financial,Closed-End Fund - Foreign,Small,False,False
CVMC,75.79,4.7%,2.5%,0.7%,1.5%,4.1%,5.0%,Financial,Exchange Traded Fund,Small,True,False
UDOW,68.06,4.7%,1.6%,2.0%,1.1%,7.7%,6.8%,Financial,Exchange Traded Fund,Small,True,False
ZVOL,8.1,4.7%,1.3%,1.8%,1.5%,3.1%,6.7%,Financial,Exchange Traded Fund,Small,True,False
BBMC,125.99,4.6%,3.6%,0.3%,0.6%,4.0%,3.5%,Financial,Exchange Traded Fund,Small,True,False
RY,202.85,4.5%,2.8%,1.0%,0.6%,5.3%,9.2%,Financial,Banks - Diversified,Large,False,False
CRWD,175.27,4.5%,1.8%,0.3%,2.4%,64.0%,4.4%,Technology,Software - Infrastructure,Large,False,False
QQQS,43.12,4.5%,1.5%,1.2%,1.7%,10.2%,1.2%,Financial,Exchange Traded Fund,Small,True,False
VXF,241.71,4.5%,2.8%,1.1%,0.5%,4.6%,4.4%,Financial,Exchange Traded Fund,Small,True,False
MCVT,28.16,4.3%,2.2%,1.0%,1.0%,3.6%,4.0%,Financial,Exchange Traded Fund,Small,False,False
RYLG,24.58,4.3%,2.6%,0.8%,0.8%,3.7%,2.9%,Financial,Exchange Traded Fund,Small,True,False
VB,299.49,4.2%,2.8%,0.0%,1.3%,3.2%,3.6%,Financial,Exchange Traded Fund,Small,True,False
HEI,345.08,4.2%,0.1%,1.7%,2.4%,29.0%,2.3%,Industrials,Aerospace & Defense,Large,False,False
FICS,41.51,4.0%,2.4%,0.5%,1.0%,1.3%,2.9%,Financial,Exchange Traded Fund,Small,True,False
ELAN,24.57,4.0%,2.3%,0.2%,1.4%,6.6%,3.2%,Healthcare,Drug Manufacturers - Specialty & Generic,Large,False,False
TOGA,30.56,4.0%,0.9%,2.3%,0.8%,4.2%,2.3%,Financial,Exchange Traded Fund,Small,True,False
RTX,187.99,3.9%,1.4%,1.1%,1.3%,2.5%,5.6%,Industrials,Aerospace & Defense,Large,False,False
CL,92.07,3.9%,1.0%,0.0%,2.9%,5.6%,1.7%,Consumer Defensive,Household & Personal Products,Large,False,False
HTB,49.04,3.9%,1.5%,1.1%,1.2%,2.1%,7.4%,Financial,Banks - Regional,Small,False,False
MFM,5.55,3.9%,2.4%,0.7%,0.7%,1.0%,4.3%,Financial,Closed-End Fund - Debt,Small,False,False
EVN,11.1,3.8%,2.1%,0.7%,1.0%,3.2%,5.2%,Financial,Closed-End Fund - Debt,Small,False,False
PHG,27.1,3.8%,1.3%,1.2%,1.2%,4.1%,3.0%,Healthcare,Medical Devices,Large,False,False
NMZ,10.49,3.7%,1.9%,0.8%,1.0%,1.9%,3.2%,Financial,Closed-End Fund - Debt,Small,False,False
OPRA,18.85,3.7%,0.1%,1.9%,1.8%,5.8%,5.6%,Communication Services,Internet Content & Information,Small,False,False
D,69.39,3.7%,1.5%,0.7%,1.4%,4.8%,2.0%,Utilities,Utilities - Regulated Electric,Large,False,False
VFQY,168.81,3.7%,2.5%,0.0%,1.1%,3.1%,3.8%,Financial,Exchange Traded Fund,Small,True,False
MMU,10.44,3.6%,1.4%,1.1%,1.1%,1.4%,1.6%,Financial,Closed-End Fund - Debt,Small,False,False
GLV,6.5,3.6%,0.3%,3.0%,0.3%,5.9%,4.8%,Financial,Closed-End Fund - Equity,Small,False,False
WSML,34.97,3.6%,3.1%,0.2%,0.2%,3.6%,1.9%,Financial,Exchange Traded Fund,Small,True,False
AZTD,32.74,3.6%,1.9%,1.4%,0.3%,1.0%,2.8%,Financial,Exchange Traded Fund,Small,True,False
SCJ,105.88,3.4%,1.4%,1.7%,0.3%,4.9%,0.3%,Financial,Exchange Traded Fund,Small,True,False
IWR,109.58,3.4%,2.4%,0.1%,1.0%,2.9%,3.0%,Financial,Exchange Traded Fund,Small,True,False
IMCB,95.98,3.4%,2.1%,0.4%,0.9%,3.2%,3.7%,Financial,Exchange Traded Fund,Small,True,False
CGMM,32.42,3.3%,1.8%,1.1%,0.4%,0.7%,3.6%,Financial,Exchange Traded Fund,Small,True,False
DDM,64.16,3.3%,1.2%,1.4%,0.7%,5.3%,4.9%,Financial,Exchange Traded Fund,Small,True,False
PMO,10.71,3.3%,1.1%,1.3%,0.9%,1.4%,1.1%,Financial,Closed-End Fund - Debt,Small,False,False
NAD,12.04,3.2%,1.8%,0.8%,0.6%,2.1%,2.2%,Financial,Closed-End Fund - Debt,Mid,False,False
NUW,14.31,3.1%,2.0%,0.9%,0.1%,1.0%,1.6%,Financial,Closed-End Fund - Debt,Small,False,False
PMM,6.38,3.1%,1.0%,1.3%,0.8%,2.2%,4.9%,Financial,Closed-End Fund - Debt,Small,False,False
CII,24.96,3.1%,0.3%,0.8%,2.0%,7.2%,0.9%,Financial,Closed-End Fund - Equity,Small,False,False
IIM,12.72,3.1%,1.6%,0.7%,0.8%,3.8%,2.6%,Financial,Closed-End Fund - Debt,Small,False,False
SMAY,28.26,3.0%,1.9%,0.7%,0.5%,2.6%,2.0%,Financial,Exchange Traded Fund,Small,True,False
KMAY,30.28,3.0%,2.0%,0.6%,0.3%,2.2%,1.7%,Financial,Exchange Traded Fund,Small,True,False
IWD,242.76,3.0%,2.4%,0.3%,0.2%,2.9%,2.2%,Financial,Exchange Traded Fund,Small,True,False
VONV,106.39,3.0%,2.5%,0.3%,0.2%,2.9%,2.2%,Financial,Exchange Traded Fund,Small,True,False
MQY,11.6,3.0%,0.9%,0.7%,1.4%,1.7%,1.8%,Financial,Closed-End Fund - Debt,Small,False,False
TSCM,20.59,2.9%,1.1%,1.7%,0.1%,5.6%,4.9%,Financial,Exchange Traded Fund,Small,True,False
ACVU,31.11,2.9%,2.3%,0.2%,0.4%,3.4%,2.8%,Financial,Exchange Traded Fund,Small,True,False
NBH,10.47,2.9%,1.7%,0.3%,1.0%,2.8%,1.9%,Financial,Closed-End Fund - Debt,Small,False,False
GVUS,62.29,2.9%,2.3%,0.4%,0.2%,2.9%,2.3%,Financial,Exchange Traded Fund,Small,True,False
KMAR,31.99,2.8%,1.7%,0.7%,0.3%,1.9%,2.0%,Financial,Exchange Traded Fund,Small,True,False
CEV,10.47,2.7%,1.2%,0.3%,1.3%,0.9%,2.2%,Financial,Closed-End Fund - Debt,Small,False,False
KFEB,30.91,2.6%,1.6%,0.6%,0.4%,2.1%,1.9%,Financial,Exchange Traded Fund,Small,True,False
MYI,11.06,2.6%,1.1%,0.8%,0.7%,2.4%,1.5%,Financial,Closed-End Fund - Debt,Small,False,False
FMN,11.43,2.6%,0.7%,0.9%,1.0%,1.8%,2.2%,Financial,Closed-End Fund - Debt,Small,False,False
JRI,12.79,2.6%,1.6%,0.0%,0.9%,0.5%,1.4%,Financial,Closed-End Fund - Equity,Small,False,False
SFEB,26.13,2.6%,1.4%,0.8%,0.4%,2.0%,2.0%,Financial,Exchange Traded Fund,Small,True,False
PML,7.59,2.6%,0.8%,1.2%,0.5%,0.9%,1.7%,Financial,Closed-End Fund - Debt,Small,False,False
KNOV,31.57,2.6%,1.6%,0.6%,0.4%,2.0%,2.0%,Financial,Exchange Traded Fund,Small,True,False
FLCV,35.58,2.5%,2.1%,0.1%,0.3%,2.2%,2.6%,Financial,Exchange Traded Fund,Small,True,False
YYY,11.41,2.5%,1.2%,0.8%,0.5%,0.9%,0.8%,Financial,Exchange Traded Fund,Small,True,False
WBIG,25.68,2.5%,2.4%,0.1%,0.0%,3.6%,2.1%,Financial,Exchange Traded Fund,Small,True,False
FTKI,19.82,2.5%,2.1%,0.2%,0.2%,0.4%,3.4%,Financial,Exchange Traded Fund,Small,True,False
ERC,9.1,2.5%,0.7%,0.8%,1.0%,0.9%,1.2%,Financial,Closed-End Fund - Debt,Small,False,False
NPFE,27.13,2.5%,1.1%,0.5%,0.9%,0.9%,4.5%,Financial,Exchange Traded Fund,Small,True,False
KTF,9.25,2.4%,0.8%,0.3%,1.3%,0.9%,1.2%,Financial,Closed-End Fund - Debt,Small,False,False
KAPR,39.62,2.4%,1.5%,0.5%,0.4%,1.9%,1.7%,Financial,Exchange Traded Fund,Small,True,False
RTAI,21.52,2.4%,1.2%,0.5%,0.6%,1.2%,2.0%,Financial,Exchange Traded Fund,Small,True,False
KJAN,45.44,2.3%,1.4%,0.6%,0.3%,1.9%,1.5%,Financial,Exchange Traded Fund,Small,True,False
SPGP,121.72,2.3%,0.9%,0.0%,1.3%,2.6%,2.0%,Financial,Exchange Traded Fund,Small,True,False
THLV,33.15,2.3%,1.5%,0.7%,0.0%,1.7%,1.6%,Financial,Exchange Traded Fund,Small,True,False
EIM,9.87,2.3%,1.0%,0.1%,1.1%,0.0%,1.4%,Financial,Closed-End Fund - Debt,Small,False,False
RYLD,15.86,2.3%,1.1%,1.1%,0.1%,3.0%,2.5%,Financial,Exchange Traded Fund,Small,True,False
YYYM,20.12,2.3%,1.0%,0.7%,0.6%,1.6%,3.3%,Financial,Exchange Traded Fund,Small,True,False
BUFS,24.99,2.3%,1.4%,0.5%,0.4%,1.9%,1.7%,Financial,Exchange Traded Fund,Small,True,False
KDEC,28.25,2.3%,1.4%,0.7%,0.2%,2.1%,1.7%,Financial,Exchange Traded Fund,Small,True,False
XMPT,22.07,2.2%,1.2%,0.6%,0.4%,1.4%,2.1%,Financial,Exchange Traded Fund,Small,True,False
KOCT,37.16,2.2%,1.4%,0.4%,0.3%,2.0%,1.8%,Financial,Exchange Traded Fund,Small,True,False
NVG,12.77,2.2%,0.7%,0.8%,0.7%,0.9%,1.7%,Financial,Closed-End Fund - Debt,Mid,False,False
BRK-B,498.66,2.2%,0.2%,0.0%,1.9%,0.2%,5.5%,Financial,Insurance - Diversified,Large,False,False
BCSM,24.27,2.2%,0.7%,0.2%,1.2%,6.2%,2.9%,Financial,Exchange Traded Fund,Small,True,False
NUV,9.22,2.1%,0.6%,0.9%,0.7%,0.3%,1.2%,Financial,Closed-End Fund - Debt,Small,False,False
NDMO,10.43,2.1%,0.9%,0.9%,0.4%,1.1%,0.6%,Financial,Asset Management,Small,False,False
NMCO,10.82,2.1%,1.0%,0.2%,0.8%,1.8%,1.2%,Financial,Closed-End Fund - Debt,Small,False,False
EQWL,128.44,2.1%,1.7%,0.2%,0.1%,4.4%,0.7%,Financial,Exchange Traded Fund,Small,True,False
