ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
UNF,264.83,9,5,1,15,1.85,-1.9%,3.4%,-3.0%,-3.9%,-0.153,0.034,0.36659,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TILE,31.87,8,7,0,15,1.14,5.7%,15.1%,15.6%,-8.4%,0.033,0.113,0.38939998,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
WSBC,36.77,10,5,0,15,2.2,6.9%,12.1%,11.5%,-0.8%,-0.008,1.077,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
VMI,546.81,9,6,0,15,1.03,2.4%,6.5%,33.7%,-0.1%,0.214,0.062,0.3043,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SPXC,230.05,9,6,0,15,1.43,1.0%,12.9%,15.3%,-5.3%,0.03,0.174,0.40612,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ROKU,143.66,9,6,0,15,1.94,17.5%,14.3%,56.7%,0.0%,0.444,0.224,0.44192,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CWAN,24.33,8,5,2,15,1.08,-0.2%,-0.0%,5.0%,-0.4%,-0.073,0.744,0.65972,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_line_rising, bb_compressed, atr_contracted","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ING,30.21,10,5,0,15,1.96,1.8%,1.8%,22.1%,-3.5%,0.097,0.029,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
NESR,26.5,8,6,1,15,1.02,10.9%,-0.7%,38.5%,-1.3%,0.261,0.335,0.12487,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MOV,38.68,9,6,0,15,1.79,4.9%,44.5%,71.4%,0.0%,0.591,0.081,0.54820997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CAKE,75.28,9,6,0,15,1.42,13.8%,33.2%,31.4%,0.0%,0.191,0.056,0.40495,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CON,28.13,9,6,0,15,1.3,11.1%,9.0%,26.1%,0.0%,0.137,0.137,0.28667,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
ARM,380.81,8,6,0,14,1.02,11.0%,72.1%,229.0%,-7.5%,2.167,0.201,0.97541,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ACMR,93.95,8,6,0,14,1.04,23.1%,45.1%,102.6%,0.0%,0.903,0.342,0.44235,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VSH,59.38,9,5,0,14,1.78,3.8%,54.2%,244.6%,-7.2%,2.323,0.173,0.19916001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
FA,16.49,8,5,1,14,1.15,3.8%,5.2%,51.7%,-10.4%,0.394,0.086,0.45536,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HBNC,19.75,10,4,0,14,1.31,5.3%,11.3%,25.5%,0.0%,0.132,0.085,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
PAYO,6.75,8,6,0,14,3.38,33.9%,36.9%,48.7%,-9.0%,0.364,0.061,0.84913003,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AAL,14.98,9,4,0,13,2.01,11.0%,17.9%,45.4%,-7.9%,0.331,0.108,0.22872,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
ABM,45.93,8,5,0,13,1.87,8.0%,18.5%,19.4%,-5.7%,0.071,0.084,0.12921,"base_tight, above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
AZZ,150.89,9,4,0,13,1.36,9.6%,4.6%,22.1%,0.0%,0.098,0.094,0.23936,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
AVAL,5.55,8,5,0,13,1.25,15.6%,31.9%,42.5%,0.0%,0.302,0.19,0.0,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
IHS,8.36,8,4,1,13,1.69,0.7%,1.3%,2.0%,-4.2%,-0.104,0.059,0.55990005,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, inst_holders"
SRTA,5.43,8,5,0,13,1.37,-6.2%,0.0%,19.1%,-16.1%,0.068,0.874,0.21083,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
KW,10.93,8,4,1,13,2.61,0.4%,0.7%,2.8%,-0.1%,-0.095,-0.008,0.74737,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_line_rising, bb_compressed","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
WDS,23.07,9,4,0,13,2.02,8.2%,2.8%,4.0%,-6.9%,-0.083,-0.111,0.34935,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
RHI,32.49,9,4,0,13,0.97,3.9%,33.4%,48.5%,-19.2%,0.362,-0.038,0.3723,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SEPN,35.95,8,5,0,13,1.06,15.4%,45.3%,43.0%,0.0%,0.307,120.11,1.0,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
QMCO,13.74,8,4,0,12,1.48,8.2%,56.0%,159.2%,-13.9%,1.469,0.086,0.3783,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
BNED,11.12,8,4,0,12,1.63,7.2%,18.2%,31.0%,-8.7%,0.187,0.113,0.20347,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
TWST,76.17,8,4,0,12,1.27,10.0%,40.0%,76.0%,0.0%,0.637,0.193,0.52073,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
VPG,139.52,8,4,0,12,1.31,18.7%,40.1%,240.2%,-1.5%,2.279,0.176,0.39235002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
