ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
VMD,8.71,10,7,0,17,2.06,-5.3%,4.9%,18.0%,-10.9%,0.211,0.255,0.57517,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VRE,18.88,10,5,2,17,1.19,0.1%,12.0%,28.2%,0.0%,0.314,0.046,0.61715,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed, atr_contracted","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GPOR,204.92,10,6,0,16,1.02,4.2%,1.7%,1.5%,-7.9%,0.046,0.252,0.67609,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FHI,55.67,8,7,1,16,0.96,-2.3%,1.6%,6.2%,-2.7%,0.093,0.137,0.67917997,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DLR,173.3,9,6,1,16,0.79,-3.5%,-1.4%,17.6%,-4.5%,0.207,0.171,0.55158,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
JHG,50.43,9,7,0,16,2.27,0.6%,2.8%,11.3%,-5.2%,0.144,0.613,0.65912,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BEP,30.83,10,6,0,16,1.6,2.2%,-0.8%,16.9%,-3.7%,0.2,0.075,0.5469,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
APD,281.01,9,6,1,16,0.85,-2.4%,0.1%,14.9%,-4.8%,0.18,0.058,0.31628,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LNG,280.89,10,6,0,16,2.01,11.3%,24.2%,48.0%,-0.3%,0.511,0.123,0.53220004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
NEE,89.5,8,7,1,16,1.03,-3.5%,-1.7%,12.2%,-5.8%,0.153,0.207,0.62268,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
USAC,28.66,10,5,1,16,1.0,3.7%,6.5%,23.7%,0.0%,0.268,0.027,0.6749,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
RNR,290.73,9,6,1,16,0.84,-1.0%,-3.0%,5.2%,-6.4%,0.083,0.276,0.36503,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NJR,52.86,9,6,1,16,0.92,-4.0%,0.9%,12.0%,-4.0%,0.151,0.23,0.371,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NWN,51.42,10,6,0,16,1.07,-2.2%,4.3%,9.6%,-3.1%,0.127,0.063,0.4393,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
OXY,60.71,10,6,0,16,1.22,4.9%,18.4%,50.1%,0.0%,0.532,1.489,0.69819,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
OOMA,13.58,10,6,0,16,1.19,-0.7%,17.8%,18.9%,-6.3%,0.22,0.146,0.61148,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FCFS,192.08,9,7,0,16,1.37,-0.5%,4.9%,19.7%,-2.5%,0.229,0.198,0.58992,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
KMI,32.84,8,7,1,16,0.92,-1.6%,0.9%,24.4%,-3.3%,0.275,0.131,0.49306,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GLNG,52.67,10,6,0,16,2.6,22.7%,16.4%,43.1%,0.0%,0.462,1.015,0.54482,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
FIVE,227.42,8,7,1,16,1.85,8.1%,5.3%,27.4%,-3.3%,0.305,0.243,0.36119998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
INGM,22.13,10,6,0,16,1.55,3.1%,3.7%,2.8%,-15.7%,0.059,0.115,0.06687,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
HOLX,75.41,11,4,1,16,1.75,0.4%,0.4%,0.6%,-0.4%,0.038,0.025,0.60378,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
EBAY,88.98,10,6,0,16,1.09,-2.6%,5.3%,7.9%,-10.8%,0.111,0.15,0.71449995,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
WTRG,39.93,9,6,1,16,0.57,-4.1%,2.1%,3.3%,-4.1%,0.064,0.157,0.57609004,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NVT,116.3,9,6,0,15,1.13,5.8%,-0.5%,22.7%,-5.1%,0.258,0.418,0.37736,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
MSI,452.35,9,6,0,15,0.89,-4.4%,-0.3%,20.8%,-7.2%,0.239,0.123,0.51798,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MPLX,57.99,8,6,1,15,0.84,-0.9%,1.2%,8.5%,-1.9%,0.117,0.071,0.56664,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MRVL,87.91,8,7,0,15,0.98,0.1%,10.4%,7.7%,-12.2%,0.108,0.221,0.51023996,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SCHL,37.25,9,6,0,15,1.62,10.2%,18.9%,30.8%,0.0%,0.339,0.012,0.56122,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VNOM,48.09,10,5,0,15,1.37,8.7%,7.9%,24.3%,0.0%,0.274,0.894,1.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
DGX,195.26,9,6,0,15,0.78,-2.2%,-3.5%,9.5%,-7.9%,0.126,0.071,0.33330002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
WES,41.66,10,5,0,15,0.92,2.1%,0.4%,8.7%,-5.1%,0.118,0.111,0.70783997,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TALK,5.14,8,6,1,15,2.36,0.0%,6.4%,49.0%,-1.0%,0.521,0.293,0.39821997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising, atr_contracted","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TRP,63.35,8,6,1,15,0.94,-0.5%,1.3%,17.3%,-2.7%,0.204,0.165,0.69027,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TRV,296.6,9,5,1,15,0.85,-1.9%,-0.7%,2.2%,-4.6%,0.053,0.035,0.2937,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
RCI,38.18,8,7,0,15,1.01,-1.4%,0.8%,3.5%,-6.0%,0.066,0.126,0.45228,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
T,28.31,10,5,0,15,0.99,2.1%,1.5%,17.6%,-2.3%,0.207,0.036,0.59554,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
QSR,73.75,10,5,0,15,1.73,2.4%,8.5%,6.9%,-0.9%,0.1,0.074,0.33846,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CIEN,383.89,8,7,0,15,1.03,13.8%,20.6%,88.3%,-7.0%,0.914,0.331,0.42125,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GRDN,35.62,9,5,1,15,2.85,9.3%,7.8%,16.5%,0.0%,0.196,0.174,0.20206,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
BRX,28.71,9,6,0,15,0.82,-3.2%,-2.1%,12.0%,-6.3%,0.151,0.077,0.75174004,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CLH,275.88,9,6,0,15,1.02,-4.5%,-1.9%,16.0%,-7.2%,0.191,0.048,0.31277,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FCN,174.2,8,7,0,15,1.05,7.1%,7.4%,-1.4%,-5.1%,0.017,0.107,0.32132998,"base_tight, within_high_75, price_above_ma150, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
EXE,107.32,8,6,1,15,1.4,0.3%,3.9%,-1.5%,-12.2%,0.016,0.383,0.45321998,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DTM,131.93,8,6,1,15,1.33,-3.5%,0.3%,11.9%,-6.8%,0.15,0.273,0.75382006,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
BCRX,9.7,9,6,0,15,1.91,18.0%,29.7%,36.0%,-13.3%,0.392,2.091,0.79319,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BCE,25.79,9,5,1,15,1.07,2.1%,2.1%,12.8%,-1.3%,0.159,-0.003,0.45047,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ALL,205.62,8,6,1,15,0.95,-0.3%,1.7%,-1.2%,-4.0%,0.02,0.051,0.31301,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AM,22.65,9,5,1,15,0.78,-2.1%,7.3%,29.8%,-2.1%,0.329,0.031,0.81581,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DTE,141.57,9,6,0,15,0.83,-4.6%,-1.6%,10.7%,-5.2%,0.138,0.289,0.30309,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BIP,36.47,9,6,0,15,1.42,-3.4%,-3.2%,8.2%,-8.1%,0.113,0.158,0.26944,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
CSCO,77.65,8,6,1,15,1.27,-0.9%,-1.2%,2.7%,-10.5%,0.058,0.097,0.64814,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MCHB,14.18,8,6,1,15,1.31,-0.3%,-4.4%,2.1%,-7.3%,0.052,0.502,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
LAUR,33.29,8,7,0,15,3.43,-2.8%,-2.1%,0.5%,-7.5%,0.036,0.279,0.38592997,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FTDR,57.14,9,6,0,15,1.54,-9.6%,2.8%,2.6%,-17.6%,0.058,0.134,0.5528,"above_low_20_80, within_high_75, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ULS,82.7,9,5,1,15,0.82,-0.6%,0.2%,5.9%,-9.2%,0.09,0.068,0.4946,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VCTR,68.19,8,6,0,14,1.37,2.3%,-9.6%,8.9%,-11.1%,0.12,0.61,0.56560004,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SFD,23.12,9,5,0,14,1.65,-1.3%,-6.8%,1.4%,-9.8%,0.046,0.124,0.13352,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
RDWR,25.22,8,6,0,14,1.57,0.6%,0.7%,7.8%,-18.1%,0.109,0.099,0.80673,"base_tight, above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MWA,27.22,8,6,0,14,0.7,-1.9%,-8.6%,10.3%,-9.7%,0.134,0.046,0.37012002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SBRA,19.59,8,5,1,14,1.05,-5.0%,-2.1%,5.5%,-6.3%,0.086,0.158,0.65188,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
UBSI,39.56,8,6,0,14,1.27,1.0%,-9.4%,-0.8%,-12.2%,0.023,0.294,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
TDS,41.01,8,6,0,14,1.01,-5.4%,-9.9%,7.2%,-13.7%,0.103,0.12,0.59025,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TCBI,91.98,8,6,0,14,1.12,-0.6%,-12.1%,-1.4%,-13.2%,0.017,0.191,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
HFWA,24.69,8,6,0,14,1.92,-0.8%,-11.8%,-2.9%,-13.0%,0.002,0.202,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
FDP,39.83,8,5,1,14,1.13,-3.7%,-5.3%,4.8%,-6.8%,0.079,0.006,0.09234,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
IDA,135.48,8,6,0,14,1.09,-4.9%,-2.0%,7.8%,-6.2%,0.11,0.018,0.35424998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
L,105.6,8,6,0,14,0.83,-2.2%,-2.5%,-0.4%,-5.9%,0.028,0.041,0.36501998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VZ,49.98,9,5,0,14,0.98,-2.7%,2.8%,24.4%,-2.7%,0.275,0.02,0.59071,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
