ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
WATT,18.04,9,5,0,14,1.58,48.1%,50.3%,317.6%,0.0%,3.207,4.53,0.36382,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
VIST,72.06,9,5,0,14,1.62,11.3%,22.1%,57.0%,-1.2%,0.601,0.526,0.77292,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
UTHR,524.28,8,6,0,14,1.12,-2.2%,9.1%,2.6%,-3.8%,0.057,0.074,0.87921995,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SNEX,104.54,8,6,0,14,2.21,0.9%,-16.3%,9.2%,-20.2%,0.123,0.396,0.01516,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
WMB,72.41,8,5,1,14,0.79,-1.3%,1.1%,23.9%,-4.4%,0.271,0.087,0.62122,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TSEM,163.63,8,6,0,14,1.98,31.2%,30.0%,45.3%,-1.5%,0.484,0.137,0.23233,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
TPL,519.41,8,5,1,14,0.8,-2.2%,6.9%,76.7%,-3.8%,0.798,0.139,0.93294,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
UE,20.35,9,5,0,14,1.09,-0.9%,-0.3%,4.7%,-3.4%,0.078,0.027,0.64819,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CME,307.32,8,6,0,14,0.93,-1.3%,3.5%,15.0%,-3.6%,0.181,0.08,1.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CTRA,33.97,9,5,0,14,1.1,5.7%,7.9%,32.0%,0.0%,0.351,0.234,0.74124,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
CVX,201.73,10,4,0,14,1.46,2.5%,9.2%,36.2%,0.0%,0.394,-0.082,0.41896,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DTIL,6.52,8,6,0,14,2.5,15.0%,66.3%,37.0%,-24.3%,0.401,52.611,1.0,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CRUS,136.07,8,6,0,14,0.78,1.8%,-3.0%,13.4%,-6.8%,0.165,0.045,0.52869,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
IVT,30.59,9,4,1,14,1.03,-2.1%,0.3%,6.1%,-3.7%,0.092,0.086,0.71808,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
KIM,22.34,9,4,1,14,1.03,-2.5%,0.1%,10.5%,-4.4%,0.136,0.032,0.69051003,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
GAIN,14.05,9,5,0,14,1.99,0.2%,1.9%,2.5%,-2.8%,0.056,0.173,1.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, inst_holders"
GRNT,5.49,10,4,0,14,1.68,6.0%,6.7%,15.7%,-12.2%,0.188,0.001,0.78954005,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
DUK,126.81,9,5,0,14,1.07,-4.8%,0.3%,8.9%,-5.0%,0.12,0.08,0.51897,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ECVT,11.65,9,5,0,14,1.97,1.5%,0.1%,24.1%,-4.4%,0.272,0.34,0.2185,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
CMS,74.42,8,6,0,14,0.84,-4.4%,-1.9%,6.7%,-4.9%,0.098,0.123,0.41527,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CNP,42.02,8,5,1,14,0.77,-4.5%,-1.5%,10.3%,-4.8%,0.134,0.107,0.45421,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
AR,43.09,8,6,0,14,1.0,5.1%,23.0%,25.6%,-1.6%,0.287,0.111,0.66426,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
DEC,16.2,10,4,0,14,2.52,10.9%,19.4%,17.7%,0.0%,0.208,0.957,0.54156,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
AEP,125.66,8,6,0,14,1.28,-6.0%,-2.1%,10.4%,-6.3%,0.135,0.132,0.47522,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AKAM,110.48,9,5,0,14,1.26,2.6%,0.8%,26.2%,-1.1%,0.293,0.074,0.58949,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TRGP,237.41,8,5,1,14,1.02,-1.1%,5.9%,30.8%,-2.7%,0.339,-0.079,0.38292,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TS,55.82,9,5,0,14,1.67,5.7%,4.1%,39.5%,-0.4%,0.426,0.053,0.37874,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SEE,41.89,9,4,1,14,1.08,0.1%,0.4%,1.8%,-2.6%,0.049,0.021,0.29792,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders"
ROST,211.19,9,5,0,14,0.94,2.4%,5.6%,15.8%,-1.5%,0.189,0.122,0.27706,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
REPX,34.97,9,5,0,14,1.37,5.3%,22.7%,32.6%,0.0%,0.357,-0.053,0.70264,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SUI,130.44,9,5,0,14,1.03,-3.0%,0.9%,6.0%,-4.9%,0.091,0.034,0.53152,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CURB,25.5,8,6,0,14,0.84,-3.2%,-4.0%,11.5%,-9.5%,0.146,0.551,0.74878997,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CMCSA,29.02,9,5,0,14,2.01,-3.8%,-7.5%,3.3%,-13.7%,0.064,0.012,0.71747,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ACT,40.21,8,6,0,14,1.2,-0.7%,-2.8%,-0.0%,-8.6%,0.031,0.036,0.73603,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BK,114.94,9,5,0,14,0.8,-1.1%,-2.7%,1.7%,-9.9%,0.048,0.078,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
VTR,82.5,8,6,0,14,1.04,-4.7%,-3.5%,5.2%,-6.2%,0.083,0.214,0.41213,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PBA,45.01,9,4,1,14,1.18,2.0%,4.8%,21.9%,0.0%,0.25,-0.108,0.38365,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NYT,80.97,8,6,0,14,0.8,2.1%,7.3%,16.8%,-1.2%,0.199,0.105,0.5033,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NTCT,30.05,9,5,0,14,1.71,0.2%,0.9%,10.6%,-2.2%,0.137,-0.005,0.79249,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LITE,706.35,8,6,0,14,1.69,13.5%,11.1%,120.6%,-9.8%,1.237,0.655,0.37118,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SO,93.39,9,5,0,14,0.71,-4.7%,-1.7%,8.2%,-5.8%,0.113,0.101,0.48469,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
SRE,91.72,10,4,0,14,0.87,-2.9%,-0.7%,6.4%,-4.1%,0.095,-0.002,0.41184,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SD,16.81,8,5,1,14,1.19,-0.6%,-4.3%,19.2%,-7.0%,0.223,0.011,0.67806,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
PLXS,195.0,8,5,1,14,1.06,2.2%,-0.8%,30.6%,-6.4%,0.337,0.096,0.09983,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
LGND,204.81,8,6,0,14,1.13,0.9%,9.9%,5.3%,-7.4%,0.084,0.394,0.64291,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LWLG,6.77,10,4,0,14,1.74,-11.0%,96.8%,127.9%,-11.2%,1.311,0.273,0.93564004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
LIN,488.15,8,5,1,14,1.15,-1.2%,-0.1%,16.0%,-3.8%,0.191,0.058,0.48835,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ATEN,21.46,8,5,0,13,1.7,2.3%,9.0%,19.0%,-2.5%,0.222,0.083,0.79336,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CHRD,131.91,9,4,0,13,1.42,6.9%,27.0%,42.2%,0.0%,0.453,-0.194,0.50958997,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ATO,180.49,8,5,0,13,1.1,-4.3%,1.4%,7.3%,-4.3%,0.104,0.142,0.57824004,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
APEI,53.89,8,5,0,13,1.89,-6.5%,24.2%,43.1%,-6.5%,0.462,-0.035,0.54223996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TXNM,58.07,8,5,0,13,1.46,-1.3%,-1.3%,-0.4%,-2.3%,0.027,0.118,0.57741,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
VVX,68.05,9,4,0,13,0.94,1.7%,-4.0%,24.4%,-8.0%,0.275,0.053,0.08334,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
WELL,195.94,8,5,0,13,1.0,-5.7%,-5.5%,4.0%,-8.7%,0.071,0.413,0.40223,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
POR,50.97,9,4,0,13,0.92,-4.9%,-2.2%,4.8%,-5.9%,0.08,0.079,0.47959,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
WPC,67.55,8,5,0,13,0.8,-5.5%,-5.9%,5.2%,-9.5%,0.083,0.088,0.93316,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
KR,73.2,8,5,0,13,1.19,-3.2%,8.2%,15.3%,-3.2%,0.184,0.012,0.23301001,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
ENSG,200.08,8,5,0,13,0.97,-4.6%,-2.3%,13.4%,-7.3%,0.165,0.202,0.16337,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
EMA,51.27,8,5,0,13,1.08,-4.2%,0.2%,5.6%,-4.5%,0.087,0.138,0.43813,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
EQIX,959.16,8,4,1,13,1.14,-1.1%,5.0%,28.9%,-2.6%,0.321,0.081,0.51317,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
EOG,138.73,9,4,0,13,1.18,3.8%,12.0%,33.7%,-0.1%,0.368,0.0,0.6202,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BKSY,26.09,8,5,0,13,1.02,10.4%,21.8%,58.6%,-17.5%,0.617,0.16,0.66875,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
CB,322.58,8,5,0,13,1.01,-1.9%,-1.7%,3.4%,-5.6%,0.065,0.055,0.29548,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
EXAS,104.91,9,4,0,13,2.17,1.3%,1.6%,3.2%,0.0%,0.064,0.231,0.6969,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
EQNR,41.6,9,4,0,13,1.6,18.0%,44.2%,84.2%,0.0%,0.873,-0.047,0.3694,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FDX,358.85,8,5,0,13,1.54,2.0%,-6.0%,27.7%,-7.3%,0.308,0.139,0.27618,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
FET,56.29,8,4,1,13,0.75,3.7%,6.1%,56.0%,-9.3%,0.591,0.006,0.27673998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders"
CWEN-A,37.26,9,4,0,13,1.18,-1.9%,2.6%,23.3%,-6.3%,0.265,0.211,0.62911,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
OGS,83.87,8,4,1,13,1.08,-4.1%,-1.2%,7.5%,-4.4%,0.106,0.093,0.35841,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
LXU,14.66,8,5,0,13,1.6,-1.7%,46.7%,68.3%,-5.1%,0.714,0.223,0.16954,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
MGY,30.76,9,4,0,13,1.07,4.3%,13.6%,40.4%,0.0%,0.435,-0.028,0.80664,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PR,20.07,8,5,0,13,0.9,4.6%,13.2%,40.9%,0.0%,0.441,-0.098,0.73476,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SNA,356.9,8,5,0,13,1.53,-2.9%,-6.4%,3.8%,-8.4%,0.069,0.031,0.51735,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NXST,226.81,9,4,0,13,1.39,-2.9%,-2.8%,11.1%,-10.6%,0.142,-0.133,0.55385,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MFA,9.48,8,5,0,13,1.17,-3.5%,-5.7%,2.4%,-7.3%,0.055,1.113,0.89722,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
USFD,89.4,8,5,0,13,0.89,-5.5%,-7.2%,15.9%,-12.3%,0.191,0.033,0.17411,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
PL,33.83,9,4,0,13,1.95,36.5%,34.7%,105.4%,0.0%,1.085,0.326,0.57954,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
NOG,28.84,8,4,1,13,1.19,4.8%,3.5%,30.2%,-5.5%,0.333,-0.171,0.75878996,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
OGE,46.14,9,4,0,13,0.87,-4.6%,-1.3%,8.2%,-6.3%,0.113,-0.046,0.45048,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PSX,175.47,8,5,0,13,1.33,1.6%,13.8%,34.0%,-1.6%,0.371,0.013,0.123009995,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
SEDG,51.73,9,4,0,13,1.46,38.2%,48.0%,78.9%,0.0%,0.82,0.709,0.15422,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
SU,63.71,8,5,0,13,1.21,6.9%,13.0%,49.9%,0.0%,0.531,-0.039,0.59078,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
RPRX,45.36,8,5,0,13,1.08,-0.6%,1.1%,19.0%,-4.5%,0.221,0.048,1.1244,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
GSL,37.8,8,5,0,13,1.03,1.7%,-2.1%,14.7%,-8.0%,0.178,0.033,0.68981004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
WDS,24.14,9,4,0,13,1.77,8.8%,30.2%,60.6%,-1.3%,0.637,-0.111,0.34935,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
WSR,16.06,8,5,0,13,1.47,-0.4%,8.3%,18.0%,-3.0%,0.211,0.075,0.68833,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
XOM,159.67,9,4,0,13,1.09,2.3%,5.8%,36.9%,0.0%,0.4,-0.013,0.31049,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
