ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
FLOC,21.0,9,5,0,14,1.9,-3.2%,-13.8%,17.0%,-17.7%,0.249,0.06,0.54384,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
INR,19.23,8,5,1,14,1.37,9.7%,20.5%,32.0%,-1.7%,0.399,0.694,0.77147,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ETR,109.88,9,4,0,13,1.29,10.0%,3.9%,19.4%,0.0%,0.273,0.079,0.47717,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
QTTB,7.25,9,4,0,13,1.62,8.5%,52.3%,126.6%,-0.7%,1.345,,0.64352,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BVS,8.94,8,5,0,13,1.44,3.5%,0.9%,21.1%,-6.0%,0.29,0.028,0.68327004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DAR,59.28,8,5,0,13,1.27,7.5%,12.0%,67.2%,0.0%,0.751,0.206,0.24014,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
DEC,18.16,9,4,0,13,1.74,12.1%,40.4%,28.7%,0.0%,0.366,0.957,0.54156,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
GSAT,64.16,9,4,0,13,1.85,9.2%,10.9%,1.4%,-12.9%,0.093,0.176,0.63813,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
LXU,16.3,8,5,0,13,1.96,11.2%,41.2%,92.2%,-3.4%,1.001,0.223,0.16954,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
MRX,42.96,8,5,0,13,1.58,21.5%,0.1%,8.5%,-9.7%,0.164,-0.514,0.70536005,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GRNT,5.84,8,4,0,12,1.33,6.4%,17.3%,28.4%,-6.6%,0.363,0.001,0.78954005,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
AGX,566.62,8,4,0,12,1.67,19.6%,25.2%,72.8%,0.0%,0.807,-0.023,0.19037001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
NOG,30.82,8,4,0,12,0.97,6.9%,17.4%,46.7%,0.0%,0.546,-0.171,0.75878996,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LOCO,13.81,8,4,0,12,1.1,-2.4%,24.0%,28.7%,-3.6%,0.366,0.081,0.22152,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
SCI,81.57,8,4,0,12,1.14,8.1%,-1.8%,4.6%,-4.3%,0.125,0.017,0.26457,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_positive, inst_holders"
WDS,24.78,8,4,0,12,1.32,2.7%,28.7%,65.2%,0.0%,0.731,-0.111,0.34935,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
