ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
AVGO,446.77,8,7,1,16,1.05,7.8%,10.2%,40.1%,0.0%,0.295,0.295,0.76725996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HNGE,56.21,8,6,1,15,1.17,2.0%,27.8%,31.5%,-7.2%,0.209,0.472,0.8098,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HPE,43.04,9,6,0,15,1.87,26.7%,52.1%,101.8%,0.0%,0.912,0.184,0.32071,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CSCO,120.42,8,7,0,15,1.11,1.9%,34.4%,52.4%,0.0%,0.418,0.12,0.64296997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DELL,420.91,9,6,0,15,2.28,66.5%,104.7%,185.1%,0.0%,1.745,0.395,0.20125,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
INOD,104.98,8,7,0,15,0.95,6.5%,162.8%,137.7%,0.0%,1.271,0.544,0.41518003,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LPG,40.22,8,7,0,15,1.59,-12.2%,6.4%,11.5%,-15.7%,0.009,1.052,0.68933,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NTAP,174.29,9,6,0,15,2.87,40.6%,60.4%,76.9%,0.0%,0.663,0.044,0.70458,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MANU,21.01,10,5,0,15,1.89,4.9%,20.1%,16.7%,-5.4%,0.061,0.18,0.86370003,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
PANW,281.69,8,7,0,15,1.04,11.4%,55.2%,89.2%,0.0%,0.786,0.149,0.73502,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NTRS,165.45,8,6,1,15,1.14,-1.0%,0.4%,16.3%,-3.7%,0.057,0.139,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
GWW,1234.24,8,7,0,15,0.98,-0.4%,8.0%,8.0%,-3.9%,-0.025,0.101,0.39150003,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FSLR,306.79,8,7,0,15,1.63,23.3%,61.0%,55.6%,0.0%,0.45,0.236,0.41743,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ALKS,42.19,9,6,0,15,0.94,14.2%,25.2%,40.2%,0.0%,0.296,0.282,0.87447,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
D,66.94,9,6,0,15,1.51,-2.0%,7.1%,6.0%,-2.0%,-0.046,0.231,0.47263,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FTNT,137.97,8,7,0,15,0.9,6.6%,60.2%,74.6%,0.0%,0.64,0.201,0.80304,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
EBAY,109.27,9,6,0,15,0.75,-6.7%,5.3%,20.7%,-8.1%,0.101,0.195,0.71786004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
A,135.53,9,6,0,15,1.57,18.1%,21.8%,11.9%,-13.4%,0.013,0.1,0.52738,"base_tight, above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SN,121.89,9,6,0,15,0.86,8.6%,7.7%,-0.8%,-7.3%,-0.114,0.156,0.48992002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ROST,231.73,8,7,0,15,1.74,6.7%,3.0%,12.9%,-1.3%,0.023,0.206,0.32740003,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
RAMP,37.56,10,5,0,15,2.36,-0.7%,26.7%,38.2%,-0.7%,0.277,0.092,0.70709,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ACMR,86.56,9,6,0,15,1.75,20.9%,77.9%,55.5%,-6.8%,0.449,0.342,0.44235,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ASYS,21.27,9,6,0,15,1.57,1.5%,28.4%,63.0%,-6.8%,0.524,0.314,0.45926,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HYLN,6.99,10,4,0,14,4.16,66.4%,290.5%,241.0%,-2.8%,2.304,4.791,0.06325,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
DSP,12.72,9,5,0,14,1.14,15.6%,19.9%,25.6%,-14.0%,0.15,0.253,0.45125,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
DLTR,116.44,8,6,0,14,1.73,21.7%,21.7%,-7.9%,-17.5%,-0.185,0.072,0.36991,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GE,323.76,8,6,0,14,0.9,7.3%,14.2%,-5.3%,-6.2%,-0.158,0.247,0.31149,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FUL,64.08,9,5,0,14,1.57,13.7%,7.5%,-2.1%,-4.7%,-0.127,-0.023,0.31881002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FFIV,383.45,8,6,0,14,1.1,-0.1%,16.9%,41.3%,-3.4%,0.307,0.11,0.81542,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BNY,139.43,8,6,0,14,0.92,0.3%,5.4%,17.5%,-1.1%,0.07,0.134,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
BWA,71.82,9,5,0,14,1.57,13.0%,32.5%,25.1%,0.0%,0.145,0.005,0.18787001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
CBOE,333.56,8,6,0,14,0.99,-5.2%,9.1%,11.3%,-9.0%,0.007,0.065,0.54107,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BLDP,6.29,10,4,0,14,1.81,15.8%,89.5%,193.9%,0.0%,1.833,0.262,0.11444,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
BAND,64.97,8,6,0,14,1.16,11.0%,168.5%,338.4%,0.0%,3.278,0.198,0.38237998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DOC,19.15,8,6,0,14,1.75,-2.5%,20.4%,10.2%,-4.4%,-0.004,0.071,0.58329,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CYRX,15.69,10,4,0,14,1.64,10.3%,60.1%,86.3%,0.0%,0.758,0.165,0.47189,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
CON,24.87,8,6,0,14,0.96,-2.8%,11.3%,4.3%,-4.8%,-0.062,0.137,0.28667,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
XEL,79.5,8,5,1,14,1.21,-0.9%,0.9%,-3.9%,-4.6%,-0.145,0.029,0.45928,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TROW,104.53,8,5,1,14,0.83,2.5%,4.0%,12.1%,-2.7%,0.015,0.053,0.51999,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SNX,261.28,8,6,0,14,1.03,13.2%,16.6%,67.0%,0.0%,0.564,0.181,0.07097,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
POWI,84.0,9,5,0,14,1.9,19.2%,20.5%,75.3%,-3.5%,0.647,0.026,0.53938,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VSH,52.05,9,5,0,14,1.94,23.4%,87.2%,179.6%,-0.4%,1.691,0.173,0.19916001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
WT,19.05,8,6,0,14,0.75,-0.7%,17.9%,11.5%,-3.8%,0.009,0.475,0.51691,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
STRL,860.84,8,6,0,14,1.22,17.3%,83.3%,101.1%,-3.2%,0.905,0.916,0.23287001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
TTMI,173.72,8,6,0,14,1.69,-0.5%,26.3%,66.7%,-11.8%,0.561,0.304,0.21004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
OCC,13.9,9,5,0,14,2.22,28.2%,52.4%,149.6%,-3.3%,1.39,0.044,0.3166,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NUE,250.0,8,6,0,14,0.94,10.4%,12.4%,41.8%,0.0%,0.312,0.213,0.14062999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MTB,216.11,8,5,1,14,0.8,1.8%,0.3%,0.3%,-8.6%,-0.103,0.057,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MTSI,364.64,8,6,0,14,1.19,-4.2%,35.2%,47.0%,-11.0%,0.364,0.225,0.55684,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
LOCO,14.87,9,5,0,14,1.08,5.2%,9.4%,34.4%,0.0%,0.239,0.059,0.22905001,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
JAZZ,236.49,8,6,0,14,0.83,-1.2%,18.3%,24.5%,-1.4%,0.139,0.191,0.91501,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ILMN,162.96,8,6,0,14,1.14,12.5%,35.4%,21.2%,0.0%,0.106,0.048,0.6829,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FLEX,150.78,8,6,0,14,1.2,15.0%,66.4%,139.3%,0.0%,1.287,0.169,0.094069995,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
DY,510.0,9,5,0,14,2.05,23.1%,30.7%,21.4%,-4.7%,0.108,0.561,0.20462999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
CGNT,11.57,8,6,0,14,0.92,16.6%,21.9%,63.2%,0.0%,0.526,0.124,0.72418,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AIZ,248.87,8,6,0,14,0.8,-2.7%,6.9%,8.4%,-3.6%,-0.022,0.113,0.12745,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MSM,109.47,9,5,0,14,0.97,3.3%,8.7%,17.8%,-0.3%,0.072,0.029,0.40779,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
WAT,383.57,8,6,0,14,0.9,12.5%,31.3%,20.1%,-7.0%,0.095,0.914,0.55154,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
IBM,297.8,8,6,0,14,2.16,17.7%,32.1%,24.9%,-4.2%,0.143,0.095,0.58358,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FITB,49.93,8,4,1,13,1.04,1.6%,0.3%,1.8%,-8.5%,-0.087,0.33,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
DD,48.42,8,5,0,13,0.89,2.7%,8.9%,-2.5%,-5.3%,-0.13,0.043,0.35009998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ASTS,113.41,9,4,0,13,1.85,17.9%,62.4%,43.2%,-14.8%,0.326,19.522,0.44823003,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
