ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
SCHL,34.13,8,6,0,14,0.73,-5.3%,-3.3%,22.3%,-5.3%,0.253,0.012,0.56122,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PBR-A,16.86,10,4,0,14,1.56,4.6%,14.2%,44.6%,-3.1%,0.476,0.05,0.47632998,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ECVT,11.51,8,5,1,14,1.28,4.4%,-1.3%,27.3%,-1.3%,0.304,0.34,0.2185,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
LOCO,12.79,9,5,0,14,1.82,16.3%,19.4%,12.4%,0.0%,0.154,0.009,0.21863002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
LWLG,7.17,10,4,0,14,3.44,70.7%,102.0%,70.3%,0.0%,0.733,0.273,0.93564004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
LXU,14.54,9,5,0,14,3.08,7.8%,40.8%,66.0%,-5.8%,0.691,0.223,0.16954,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
UMAC,20.32,9,4,0,13,1.81,23.5%,68.3%,93.1%,-8.3%,0.962,1.444,0.34884998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
NRXS,6.98,9,4,0,13,1.65,22.3%,50.1%,152.9%,0.0%,1.56,0.217,0.84347,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
SSL,11.44,9,4,0,13,1.62,27.7%,50.8%,82.0%,0.0%,0.85,0.002,0.4067,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
AAOI,95.65,8,5,0,13,1.73,0.1%,97.6%,173.4%,-24.7%,1.765,0.339,0.30044,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
IPI,44.72,8,5,0,13,2.56,5.1%,27.2%,72.3%,-8.4%,0.753,0.339,0.24915001,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
HAFN,6.67,9,4,0,13,1.82,-10.6%,5.3%,23.4%,-11.1%,0.264,-0.309,0.28061,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
FTK,17.64,8,4,1,13,1.38,3.8%,1.8%,5.7%,-9.7%,0.087,0.33,0.25218,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
EQNR,35.36,9,4,0,13,1.57,5.3%,25.4%,55.8%,0.0%,0.588,-0.047,0.3694,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
NOK,8.25,8,4,0,12,1.35,6.6%,12.4%,32.6%,-0.1%,0.357,0.024,0.44647998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
MUR,35.69,8,4,0,12,1.21,3.3%,5.3%,8.1%,0.0%,0.112,-0.084,0.75711,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HIMX,9.92,8,4,0,12,5.2,34.1%,20.2%,4.6%,-2.1%,0.077,-0.144,0.30566,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ELE,23.0,8,4,0,12,1.28,1.1%,10.6%,53.5%,-5.2%,0.566,0.842,0.99046,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
VVX,67.57,8,4,0,12,1.13,-7.3%,3.4%,18.1%,-8.6%,0.212,0.053,0.08334,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
