ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
SFD,28.37,9,5,0,14,2.21,9.8%,14.3%,27.0%,-0.8%,0.306,0.07,0.13444,"base_tight, above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
GRDN,37.99,9,5,0,14,1.99,7.3%,9.3%,26.3%,0.0%,0.298,0.174,0.20206,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
MGTX,9.18,8,6,0,14,2.47,21.9%,23.9%,15.5%,-0.9%,0.19,2.523,0.9405,"base_tight, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SATL,6.77,8,6,0,14,1.65,5.5%,100.3%,262.0%,0.0%,2.656,0.938,0.72463,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SIRI,23.79,9,5,0,14,0.82,3.7%,5.1%,20.5%,-0.1%,0.24,0.002,0.47044,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MRX,43.9,8,5,0,13,2.34,8.3%,10.4%,14.9%,-7.7%,0.185,-0.514,0.70536005,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
GSAT,77.73,9,4,0,13,2.53,28.9%,26.8%,27.3%,0.0%,0.309,0.176,0.63813,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
VSAT,53.69,8,5,0,13,1.08,12.3%,12.2%,55.8%,0.0%,0.594,0.03,0.33326998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SBAC,204.04,8,5,0,13,1.92,22.8%,4.6%,6.2%,-14.3%,0.098,0.037,0.74485,"base_tight, above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
NOK,8.82,8,5,0,13,1.19,6.5%,8.2%,36.3%,0.0%,0.399,0.024,0.44647998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PL,35.88,8,5,0,13,1.37,10.7%,38.0%,81.9%,0.0%,0.855,0.411,0.56154996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
AGIO,35.2,8,4,0,12,1.78,17.5%,24.9%,29.3%,-22.6%,0.329,0.861,0.0,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
NAT,6.15,8,4,0,12,1.03,10.0%,9.7%,84.3%,0.0%,0.879,-0.656,0.63476,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders"
SEE,42.08,8,4,0,12,1.12,0.2%,0.6%,2.1%,-2.1%,0.056,0.021,0.29792,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
UNIT,10.33,8,4,0,12,2.03,31.6%,31.8%,47.4%,0.0%,0.509,2.127,0.66077006,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
