ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
TSM,402.46,8,7,0,15,1.07,8.6%,15.7%,20.5%,0.0%,0.167,0.351,0.61873,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PDFS,46.49,8,6,0,14,1.4,5.7%,33.3%,37.4%,0.0%,0.336,0.246,0.72321,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
POET,15.1,10,4,0,14,4.21,108.0%,147.5%,118.5%,0.0%,1.147,10.753,1.0,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
ANAB,58.88,8,6,0,14,0.94,30.8%,35.1%,85.8%,0.0%,0.819,1.511,0.42043,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
EBAY,97.94,8,6,0,14,1.02,-6.4%,9.4%,5.0%,-8.6%,0.011,0.15,0.71449995,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
EGP,197.86,8,6,0,14,1.18,-1.5%,8.7%,10.1%,-2.6%,0.063,0.091,0.73346,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AWR,79.41,8,6,0,14,1.18,4.6%,8.2%,9.3%,-1.7%,0.054,0.148,0.57268,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SIRI,26.61,10,4,0,14,2.42,4.4%,15.7%,31.4%,-5.2%,0.275,0.002,0.47044,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
RMBS,158.4,9,5,0,14,1.14,24.8%,65.1%,37.4%,0.0%,0.335,0.181,0.80564004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
RY,175.33,9,5,0,14,1.82,-1.1%,8.6%,4.0%,-1.9%,0.001,0.075,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
NOK,10.46,9,5,0,14,1.65,1.5%,24.4%,54.5%,-1.3%,0.506,0.024,0.45359,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
KN,30.61,8,6,0,14,1.96,3.1%,14.9%,27.9%,-2.6%,0.24,0.138,0.44201002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FELE,101.94,9,5,0,14,1.25,0.3%,9.1%,2.0%,-7.2%,-0.019,0.043,0.35469002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
AIP,26.72,8,5,0,13,1.43,20.7%,48.5%,65.4%,0.0%,0.616,0.3,0.90231,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
PEBO,34.13,8,5,0,13,1.65,-0.7%,6.3%,10.1%,-1.8%,0.062,0.067,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
SXT,123.15,8,5,0,13,1.84,22.8%,41.9%,28.8%,0.0%,0.249,0.045,0.3392,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
COHU,46.93,9,4,0,13,2.03,13.7%,47.0%,66.2%,0.0%,0.624,0.299,0.42745999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
ESI,40.34,8,5,0,13,0.85,3.4%,14.4%,40.9%,0.0%,0.371,0.083,0.41961,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
IVR,8.36,8,5,0,13,1.2,0.0%,3.9%,-2.9%,-7.2%,-0.068,5.577,1.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
OCFC,19.08,9,4,0,13,1.07,-0.7%,8.2%,4.4%,-5.5%,0.005,0.097,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, eps_positive, inst_holders"
LWLG,12.66,9,4,0,13,1.85,1.0%,47.4%,223.9%,-16.5%,2.2,5.945,0.97119004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
LSCC,122.8,8,5,0,13,1.15,4.9%,21.9%,45.6%,0.0%,0.418,0.242,0.68214995,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
URI,974.41,8,5,0,13,1.33,22.4%,30.3%,6.3%,-4.1%,0.024,0.072,0.38423002,"base_tight, above_low_20_80, within_high_75, price_above_ma150, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CEVA,28.87,8,4,0,12,1.51,23.3%,48.7%,24.3%,-5.8%,0.204,0.071,0.87082,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ENTG,155.98,8,4,0,12,1.32,6.8%,26.6%,36.1%,0.0%,0.322,-0.03,0.44554,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
INTC,82.54,8,4,0,12,1.46,20.5%,74.9%,83.1%,0.0%,0.793,-0.041,0.36563998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LPTH,16.09,8,4,0,12,1.14,13.6%,34.6%,29.3%,0.0%,0.255,1.202,0.30041,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
FCEL,11.18,8,4,0,12,4.78,54.2%,57.5%,10.4%,-8.1%,0.065,0.607,-0.15946999,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
FLG,14.03,8,4,0,12,1.27,-4.2%,5.7%,8.8%,-5.3%,0.049,0.154,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
XHR,16.08,8,4,0,12,0.96,-1.0%,8.1%,6.8%,-2.2%,0.029,0.014,0.25707,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy","revenue_positive, eps_beat, eps_positive, inst_holders"
